case,run,VB,time,DOC,feed,material,cut_no,tool_class,window_start,window_end
11,3,0.06,9,0.75,0.25,1,74,0,4160,8960
11,3,0.06,9,0.75,0.25,1,74,0,4160,8960
11,3,0.06,9,0.75,0.25,1,74,0,4160,8960
11,6,0.10,20,0.75,0.25,1,77,0,4160,8960
11,9,0.13,26,0.75,0.25,1,78,0,4160,8960
1,5,,11,1.48,0.49,1,9,0,2550,7241
11,7,0.11,20,0.75,0.25,1,78,0,4160,8960
11,9,0.15,27,0.75,0.25,1,79,0,4160,8960
11,6,0.10,20,0.75,0.25,1,78,0,4160,8960
1,4,,11,1.40,0.50,1,9,0,2472,6912
10,2,0.05,1,0.76,0.50,1,98,0,2496,6720
10,2,0.13,5,0.91,0.50,2,145,0,2496,6549
1,3,,7,1.19,0.50,1,13,0,2496,6969
13,3,0.08,8,0.80,0.50,2,144,0,2501,6464
12,5,0.17,15,0.75,0.50,1,97,0,2496,6720
10,2,0.04,4,0.79,0.50,2,141,0,2496,6464
10,2,0.07,1,0.88,0.50,2,98,0,2496,6720
7,3,0.12,6,0.93,0.25,2,118,0,4160,8960
8,2,0.05,1,1.18,0.25,2,116,0,4160,8960
8,2,0.06,8,0.75,0.25,2,118,0,4160,8960
7,3,0.11,7,0.75,0.25,2,118,0,4160,8960
8,2,0.10,2,0.75,0.50,2,125,0,2496,6720
8,1,0.06,0,0.75,0.50,2,124,0,2496,6720
1,3,,6,1.32,0.46,1,2,0,2973,6990
2,2,,9,1.38,0.49,1,30,0,2719,7305
8,3,0.11,7,1.07,0.25,1,104,0,4480,8960
9,4,0.10,7,1.10,0.25,1,106,0,4480,8960
11,2,0.11,9,0.75,0.25,2,120,0,4160,8960
2,4,,4,1.47,0.50,1,55,0,2496,6976
13,2,0.02,4,0.75,0.50,2,143,0,2496,6465
9,2,0.11,2,0.75,0.50,2,125,0,2496,6720
1,3,,5,1.50,0.47,1,24,0,2673,6994
13,3,0.15,7,1.00,0.25,2,147,0,4160,8960
1,3,,3,1.50,0.50,1,6,0,2496,6974
1,3,,6,1.50,0.50,1,3,0,2496,6976
1,6,0.20,15,1.50,0.50,1,5,1,2496,6976
1,7,0.24,17,1.50,0.50,1,6,1,2496,6976
1,8,0.29,22,1.50,0.50,1,7,1,2496,6976
1,10,0.28,27,1.50,0.50,1,9,1,2496,6976
1,10,0.33,29,1.50,0.50,1,9,1,2496,6976
1,11,0.39,32,1.50,0.50,1,10,1,2496,6976
1,12,0.40,36,1.50,0.50,1,12,1,2496,6976
1,13,0.47,38,1.50,0.50,1,12,1,2496,6976
1,14,0.45,40,1.50,0.50,1,13,1,2496,6976
1,15,0.49,45,1.50,0.50,1,14,1,2496,6976
1,13,,31,1.50,0.50,1,9,1,2496,6976
1,17,0.44,47,1.50,0.50,1,15,1,2496,6976
2,8,0.25,35,0.75,0.50,1,24,1,2496,6976
2,9,0.26,39,0.75,0.50,1,25,1,2496,6976
2,12,0.32,56,0.75,0.50,1,26,1,3520,8000
2,12,0.39,51,0.95,0.50,1,26,1,2496,6976
2,13,0.43,59,0.75,0.50,1,28,1,2496,6976
2,13,0.48,61,0.75,0.50,1,29,1,2496,6976
2,14,0.55,70,0.75,0.50,1,27,1,3520,8000
3,7,0.20,34,0.75,0.25,1,36,1,3520,8960
3,8,0.23,39,0.75,0.25,1,37,1,3520,8960
3,10,0.24,57,0.75,0.25,1,38,1,4480,8960
3,10,0.24,51,0.75,0.25,1,39,1,3520,8960
3,11,0.28,57,0.75,0.25,1,40,1,4160,8960
3,12,0.33,63,0.75,0.25,1,41,1,4160,8960
3,14,0.36,69,0.75,0.25,1,41,1,4480,8960
3,15,0.50,75,0.75,0.25,1,43,1,4480,8960
3,16,0.55,77,0.75,0.25,1,44,1,4480,8960
4,3,0.25,18,1.50,0.25,1,48,1,4160,8960
4,4,0.38,21,1.50,0.25,1,48,1,4160,8960
4,5,0.35,26,1.50,0.25,1,49,1,4160,8960
4,6,0.39,28,1.43,0.25,1,49,1,4160,8960
4,11,0.47,44,1.27,0.25,1,49,1,4160,8960
9,6,0.29,26,1.50,0.50,1,57,1,2496,6720
9,6,0.41,28,1.50,0.50,1,58,1,2496,6720
9,7,0.46,34,1.50,0.50,1,58,1,2496,6720
9,7,0.55,35,1.50,0.50,1,58,1,2496,6720
10,5,0.25,19,1.50,0.25,1,64,1,4160,8960
10,6,0.37,27,1.50,0.25,1,66,1,4160,8960
10,7,0.44,34,1.50,0.25,1,67,1,4160,8960
10,8,0.47,36,1.50,0.25,1,68,1,4160,8960
10,9,0.47,45,1.50,0.25,1,68,1,4160,8960
11,11,0.20,39,0.75,0.25,1,81,1,4160,8960
11,11,0.23,44,0.82,0.25,1,81,1,4160,8960
11,13,0.26,50,0.75,0.25,1,83,1,4160,8960
2,10,,22,0.77,0.40,1,40,1,3831,8349
11,13,0.29,57,0.75,0.25,1,85,1,4160,8960
11,15,0.35,59,0.75,0.25,1,86,1,4160,8960
3,13,,65,1.36,0.40,1,73,1,2537,7320
11,18,0.42,72,0.75,0.25,1,88,1,4160,8960
11,19,0.48,81,0.75,0.25,1,89,1,4160,8960
11,20,0.58,87,0.75,0.25,1,91,1,4160,8960
11,21,0.66,93,0.75,0.25,1,91,1,4160,8960
11,21,0.67,97,0.75,0.25,1,92,1,4160,8960
11,7,0.21,30,0.76,0.50,1,99,1,2496,6720
12,11,0.34,36,0.75,0.50,1,102,1,2496,6720
12,11,0.35,41,0.75,0.50,1,102,1,2496,6720
9,10,,32,1.34,0.50,1,100,1,2496,6816
12,10,0.41,49,0.75,0.50,1,105,1,2496,6464
12,12,0.45,52,0.75,0.50,1,105,1,2496,4649
12,13,0.49,61,0.75,0.50,1,106,1,2496,6720
12,14,0.52,64,0.75,0.50,1,106,1,2496,6720
12,14,0.47,67,0.75,0.50,1,107,1,2496,6464
5,4,0.35,6,1.50,0.50,2,111,1,2496,6976
5,4,0.49,9,1.50,0.50,2,112,1,2496,6976
5,5,0.53,9,1.50,0.50,2,113,1,2496,6976
8,4,0.34,15,0.75,0.25,2,120,1,4160,8960
7,6,0.33,16,1.09,0.25,2,120,1,4480,8960
7,6,0.33,15,0.75,0.25,2,122,1,4160,8960
7,7,0.44,19,0.75,0.25,2,123,1,4160,8960
3,7,,20,0.97,0.47,1,9,1,2765,7582
8,4,0.37,8,0.75,0.50,2,126,1,2496,6720
8,4,,8,0.99,0.50,1,29,1,2496,6759
8,5,0.45,9,0.75,0.50,2,128,1,2496,6720
8,6,0.56,12,0.75,0.50,2,129,1,2496,6720
13,7,0.33,17,0.75,0.25,2,135,1,4160,8960
13,7,0.39,19,0.75,0.25,2,136,1,4160,8960
13,8,0.48,20,0.75,0.25,2,137,1,4160,8960
13,9,0.54,25,0.75,0.25,2,137,1,4160,8960
13,10,0.62,28,0.75,0.25,2,138,1,4160,8960
14,4,0.24,9,1.18,0.50,2,149,1,2496,6720
8,9,,22,1.14,0.50,2,60,1,2496,6734
14,7,0.35,14,0.75,0.50,2,150,1,2496,6464
14,8,0.59,17,0.75,0.50,2,151,1,2496,6464
15,3,0.37,6,1.50,0.25,2,156,1,4160,8960
15,4,0.37,8,1.50,0.25,2,157,1,4160,8960
15,5,0.39,13,1.50,0.25,2,158,1,4160,8960
9,6,0.33,14,0.77,0.25,2,138,1,4480,8960
16,3,0.24,4,1.50,0.50,2,163,1,2496,6720
3,6,,6,1.50,0.50,2,137,1,2496,6973
16,4,0.25,6,1.50,0.50,2,164,1,2496,6720
16,5,0.58,9,1.50,0.50,2,166,1,2496,6720
1,6,0.20,17,1.50,0.50,1,6,1,2496,6976
1,10,0.34,30,1.50,0.50,1,7,1,2496,6976
1,7,0.28,22,1.50,0.50,1,7,1,2496,6976
1,7,0.27,23,1.50,0.50,1,7,1,2496,6976
1,12,0.42,31,1.50,0.50,1,9,1,2496,6976
1,11,0.37,31,1.50,0.50,1,9,1,2496,6976
1,13,0.42,37,1.50,0.50,1,12,1,2496,6976
1,13,0.41,36,1.50,0.50,1,12,1,2496,6976
1,16,0.45,45,1.50,0.50,1,14,1,2496,6976
1,14,0.48,39,1.50,0.50,1,13,1,2496,6976
1,12,,31,1.50,0.50,1,9,1,2496,6976
1,14,0.40,50,1.04,0.50,1,21,1,2496,6976
2,9,0.26,38,0.75,0.50,1,25,1,2496,6976
2,10,0.28,39,0.75,0.50,1,25,1,2496,6976
2,9,0.31,54,0.75,0.34,1,33,1,3520,8431
1,14,0.46,48,1.33,0.50,1,23,1,2496,6976
2,13,0.45,62,0.75,0.50,1,29,1,2496,6976
1,14,0.48,46,0.95,0.50,1,24,1,2496,6976
2,13,0.54,60,0.75,0.50,1,26,1,3520,8000
3,7,0.22,39,0.75,0.25,1,37,1,3520,8960
3,9,0.23,39,0.75,0.25,1,38,1,3520,8960
3,13,0.30,66,0.75,0.25,1,38,1,4480,8960
3,9,0.24,50,0.75,0.25,1,38,1,3520,8960
3,12,0.29,62,0.75,0.25,1,41,1,4160,8960
3,12,0.29,60,0.75,0.25,1,40,1,4160,8960
7,9,0.38,48,0.76,0.25,1,105,1,4480,8960
3,15,0.52,75,0.75,0.25,1,43,1,4480,8960
3,16,0.49,70,0.75,0.25,1,44,1,4480,8960
10,4,0.22,18,1.50,0.25,1,62,1,4160,8960
4,4,0.40,21,1.50,0.25,1,49,1,4160,8960
4,4,0.30,23,1.50,0.25,1,49,1,4160,8960
10,6,0.40,31,1.50,0.25,1,62,1,4160,8960
4,4,0.36,25,1.50,0.25,1,50,1,4160,8960
11,7,0.25,30,0.89,0.50,1,86,1,2496,6720
10,7,0.26,31,0.87,0.50,1,92,1,2496,6720
9,6,0.44,34,1.50,0.50,1,57,1,2496,6720
9,5,0.40,28,1.50,0.50,1,57,1,2496,6720
6,4,0.26,19,1.50,0.25,1,54,1,4160,8960
10,7,0.42,35,1.50,0.25,1,67,1,4160,8960
10,7,0.36,26,1.50,0.25,1,66,1,4160,8960
10,7,0.44,27,1.50,0.25,1,67,1,4160,8960
10,10,0.30,45,1.15,0.25,1,79,1,4160,8960
11,11,0.20,40,0.75,0.25,1,81,1,4160,8960
11,13,0.26,50,0.75,0.25,1,83,1,4160,8960
11,13,0.20,40,0.75,0.25,1,82,1,4160,8960
1,8,,20,1.39,0.42,1,22,1,3233,7979
11,13,0.26,57,0.75,0.25,1,85,1,4160,8960
11,17,0.40,75,0.75,0.25,1,87,1,4160,8960
2,6,,49,1.41,0.50,1,25,1,2524,7108
11,18,0.43,72,0.75,0.25,1,88,1,4160,8960
11,20,0.56,84,0.75,0.25,1,90,1,4160,8960
11,21,0.62,93,0.75,0.25,1,91,1,4160,8960
11,19,0.57,89,0.75,0.25,1,91,1,4160,8960
11,20,0.58,86,0.75,0.25,1,91,1,4160,8960
12,7,0.29,29,0.75,0.50,1,103,1,2496,6720
12,11,0.37,42,0.75,0.50,1,103,1,2496,6720
12,12,0.43,59,0.75,0.50,1,105,1,2496,6720
4,9,,32,1.46,0.50,1,10,1,2496,6915
12,10,0.39,48,0.75,0.50,1,103,1,2496,6680
13,10,0.49,36,0.75,0.50,1,136,1,2496,6062
12,11,0.49,55,0.75,0.50,1,106,1,2496,6720
12,13,0.50,62,0.75,0.50,1,106,1,2496,6720
12,12,0.44,57,0.75,0.50,1,105,1,2496,6464
5,6,0.32,10,1.50,0.50,1,102,1,2496,6976
3,6,0.35,22,1.05,0.50,1,101,1,2496,6976
5,4,0.49,9,1.50,0.50,2,112,1,2496,6976
11,4,0.39,18,0.75,0.25,2,127,1,4160,8960
7,8,0.24,31,0.75,0.25,1,115,1,4480,8960
9,5,0.43,17,0.75,0.25,2,126,1,4160,8960
9,7,0.45,19,0.75,0.25,2,134,1,4160,8960
1,6,,17,1.10,0.49,1,6,1,2577,7373
11,3,0.29,9,0.75,0.50,2,127,1,2496,6720
3,7,,16,1.30,0.50,1,25,1,2496,6849
8,5,0.37,9,0.75,0.50,2,127,1,2496,6720
8,5,0.48,11,0.75,0.50,2,129,1,2496,6720
13,8,0.48,22,0.75,0.25,2,136,1,4160,8960
8,7,0.40,19,0.75,0.25,2,133,1,4160,8960
13,10,0.58,29,0.75,0.25,2,139,1,4160,8960
13,9,0.50,24,0.75,0.25,2,136,1,4160,8960
13,9,0.55,24,0.75,0.25,2,137,1,4160,8960
14,5,0.55,9,1.09,0.50,2,153,1,2496,6720
2,9,,25,1.38,0.50,1,17,1,2496,6830
13,8,0.39,45,0.75,0.50,1,150,1,2496,6464
14,7,0.49,14,0.75,0.50,2,150,1,2496,6464
15,3,0.28,6,1.50,0.25,2,156,1,4160,8960
15,4,0.42,13,1.30,0.25,2,156,1,4160,8960
15,5,0.31,11,1.50,0.25,2,158,1,4160,8960
7,12,0.36,46,0.76,0.25,2,98,1,4480,8960
16,4,0.26,6,1.50,0.50,2,164,1,2496,6720
2,6,,13,1.50,0.50,1,19,1,2496,6973
13,5,0.24,9,1.15,0.50,2,142,1,2496,6720
16,4,0.44,8,1.50,0.50,2,165,1,2496,6720
1,6,0.20,17,1.50,0.50,1,5,1,2496,6976
1,7,0.26,23,1.50,0.50,1,7,1,2496,6976
1,7,0.28,22,1.50,0.50,1,7,1,2496,6976
1,8,0.27,24,1.50,0.50,1,7,1,2496,6976
1,11,0.38,31,1.50,0.50,1,9,1,2496,6976
1,11,0.41,32,1.50,0.50,1,9,1,2496,6976
1,13,0.41,37,1.50,0.50,1,12,1,2496,6976
1,14,0.47,39,1.50,0.50,1,13,1,2496,6976
1,14,0.45,42,1.50,0.50,1,13,1,2496,6976
1,16,0.48,47,1.50,0.50,1,15,1,2496,6976
1,9,,23,1.50,0.50,1,8,1,2496,6976
1,16,0.45,45,1.50,0.50,1,14,1,2496,6976
2,8,0.26,37,0.75,0.50,1,25,1,2496,6976
2,9,0.26,39,0.75,0.50,1,25,1,2496,6976
3,9,0.30,42,0.75,0.34,1,35,1,3520,8432
2,13,0.46,52,0.83,0.50,1,27,1,2496,6976
2,13,0.44,60,0.75,0.50,1,29,1,2496,6976
1,14,0.48,50,1.11,0.50,1,26,1,2496,6976
2,13,0.54,65,0.75,0.50,1,27,1,3520,8000
3,7,0.22,37,0.75,0.25,1,37,1,3520,8960
3,8,0.23,39,0.75,0.25,1,38,1,3520,8960
3,12,0.29,64,0.75,0.25,1,38,1,4480,8960
3,10,0.24,50,0.75,0.25,1,39,1,3520,8960
3,12,0.28,60,0.75,0.25,1,41,1,4160,8960
3,12,0.33,63,0.75,0.25,1,41,1,4160,8960
3,14,0.37,70,0.75,0.25,1,43,1,4480,8960
3,15,0.54,75,0.75,0.25,1,44,1,4480,8960
3,16,0.54,75,0.75,0.25,1,44,1,4480,8960
5,4,0.25,19,1.50,0.25,1,53,1,4160,8960
4,4,0.36,22,1.50,0.25,1,49,1,4160,8960
4,5,0.34,25,1.50,0.25,1,49,1,4160,8960
4,6,0.36,25,1.50,0.25,1,49,1,4160,8960
4,5,0.36,26,1.50,0.25,1,51,1,4160,8960
9,7,0.40,29,1.50,0.50,1,58,1,2496,6720
9,6,0.41,26,1.50,0.50,1,57,1,2496,6720
9,7,0.44,34,1.50,0.50,1,58,1,2496,6720
9,6,0.54,35,1.50,0.50,1,58,1,2496,6720
10,6,0.29,26,1.50,0.25,1,66,1,4160,8960
10,7,0.40,28,1.50,0.25,1,67,1,4160,8960
10,6,0.39,28,1.50,0.25,1,66,1,4160,8960
10,9,0.52,45,1.50,0.25,1,69,1,4160,8960
10,9,0.51,43,1.50,0.25,1,69,1,4160,8960
11,11,0.20,39,0.75,0.25,1,81,1,4160,8960
10,11,0.28,45,1.15,0.25,1,79,1,4160,8960
11,13,0.26,57,0.75,0.25,1,85,1,4160,8960
2,8,,21,0.89,0.44,1,33,1,3249,7573
11,12,0.29,57,0.75,0.25,1,85,1,4160,8960
11,18,0.39,71,0.75,0.25,1,87,1,4160,8960
3,11,,54,1.44,0.49,1,13,1,2496,7140
11,18,0.43,72,0.75,0.25,1,88,1,4160,8960
11,19,0.49,82,0.75,0.25,1,89,1,4160,8960
11,20,0.56,83,0.75,0.25,1,90,1,4160,8960
11,20,0.58,93,0.75,0.25,1,91,1,4160,8960
11,20,0.67,94,0.75,0.25,1,91,1,4160,8960
12,7,0.22,31,0.75,0.50,1,101,1,2496,6720
12,12,0.49,38,0.75,0.50,1,104,1,2496,6720
12,10,0.34,43,0.75,0.50,1,102,1,2496,6720
6,7,,28,1.35,0.50,1,87,1,2496,6910
13,9,0.39,46,0.75,0.50,1,125,1,2496,6464
13,10,0.46,45,0.75,0.50,1,135,1,2496,5620
12,14,0.51,63,0.75,0.50,1,106,1,2496,6720
12,13,0.51,63,0.75,0.50,1,106,1,2496,6720
12,12,0.38,57,0.75,0.50,1,106,1,2496,6464
5,6,0.37,7,1.50,0.50,2,111,1,2496,6976
5,3,0.41,6,1.50,0.50,2,112,1,2496,6976
5,5,0.48,9,1.50,0.50,2,112,1,2496,6976
9,4,0.28,17,0.75,0.25,2,122,1,4160,8960
7,6,0.35,16,1.25,0.25,2,120,1,4480,8960
9,6,0.39,16,0.75,0.25,2,126,1,4160,8960
8,5,0.40,17,0.75,0.25,2,125,1,4160,8960
2,7,,23,1.03,0.49,1,9,1,2678,7332
10,3,0.29,8,0.75,0.50,2,127,1,2496,6720
6,9,,20,1.14,0.50,1,24,1,2496,6899
8,5,0.46,10,0.75,0.50,2,128,1,2496,6720
8,6,0.50,12,0.75,0.50,2,129,1,2496,6720
13,7,0.38,19,0.75,0.25,2,135,1,4160,8960
13,8,0.43,20,0.75,0.25,2,136,1,4160,8960
13,9,0.53,25,0.75,0.25,2,137,1,4160,8960
13,9,0.53,25,0.75,0.25,2,137,1,4160,8960
13,10,0.58,28,0.75,0.25,2,138,1,4160,8960
14,4,0.24,9,1.07,0.50,2,148,1,2496,6720
4,9,,25,1.14,0.50,1,26,1,2496,6846
12,7,0.35,51,0.75,0.50,1,150,1,2496,6464
14,8,0.45,15,0.75,0.50,2,150,1,2496,6464
15,3,0.37,7,1.50,0.25,2,157,1,4160,8960
15,4,0.44,11,1.50,0.25,2,157,1,4160,8960
15,5,0.35,12,1.43,0.25,2,158,1,4160,8960
7,7,0.48,26,0.77,0.25,2,117,1,4480,8960
16,4,0.24,5,1.50,0.50,2,164,1,2496,6720
2,8,,17,1.50,0.50,1,32,1,2496,6976
16,3,0.24,4,1.50,0.50,2,164,1,2496,6720
16,5,0.44,8,1.50,0.50,2,165,1,2496,6720
1,6,0.20,16,1.50,0.50,1,5,1,2496,6976
1,10,0.36,30,1.50,0.50,1,7,1,2496,6976
1,7,0.27,23,1.50,0.50,1,7,1,2496,6976
1,7,0.27,23,1.50,0.50,1,7,1,2496,6976
1,11,0.42,31,1.50,0.50,1,9,1,2496,6976
1,11,0.38,32,1.50,0.50,1,11,1,2496,6976
1,13,0.42,37,1.50,0.50,1,12,1,2496,6976
1,13,0.41,36,1.50,0.50,1,12,1,2496,6976
1,14,0.45,42,1.50,0.50,1,13,1,2496,6976
1,14,0.47,39,1.50,0.50,1,13,1,2496,6976
1,11,,29,1.50,0.50,1,9,1,2496,6976
1,13,0.40,50,1.02,0.50,1,23,1,2496,6976
2,9,0.26,39,0.75,0.50,1,25,1,2496,6976
2,10,0.28,39,0.75,0.50,1,25,1,2496,6976
3,9,0.34,43,0.75,0.35,1,34,1,3520,8426
1,15,0.45,48,1.31,0.50,1,22,1,2496,6976
2,13,0.46,60,0.75,0.50,1,29,1,2496,6976
1,14,0.48,46,0.97,0.50,1,24,1,2496,6976
2,11,0.40,60,0.75,0.48,1,30,1,3520,8151
3,9,0.21,47,0.75,0.25,1,37,1,3520,8960
3,8,0.20,34,0.75,0.25,1,36,1,3520,8960
3,16,0.36,70,0.75,0.25,1,40,1,4480,8960
3,9,0.26,51,0.75,0.25,1,39,1,3520,8960
4,7,0.35,30,1.43,0.25,1,50,1,4160,8960
4,11,0.46,42,1.12,0.25,1,45,1,4160,8960
7,8,0.26,23,0.75,0.25,1,115,1,4480,8960
3,15,0.47,71,0.75,0.25,1,43,1,4480,8960
3,16,0.45,70,0.75,0.25,1,44,1,4480,8960
10,5,0.22,19,1.50,0.25,1,63,1,4160,8960
4,4,0.41,23,1.50,0.25,1,49,1,4160,8960
4,4,0.39,23,1.50,0.25,1,49,1,4160,8960
10,6,0.42,28,1.50,0.25,1,62,1,4160,8960
4,4,0.36,25,1.50,0.25,1,50,1,4160,8960
11,7,0.24,31,0.87,0.50,1,92,1,2496,6720
11,7,0.27,31,0.88,0.50,1,90,1,2496,6720
9,7,0.46,34,1.50,0.50,1,58,1,2496,6720
9,8,0.49,35,1.50,0.50,1,58,1,2496,6720
4,4,0.33,23,1.50,0.25,1,50,1,4160,8960
10,7,0.42,36,1.50,0.25,1,67,1,4160,8960
10,7,0.38,27,1.50,0.25,1,66,1,4160,8960
10,7,0.38,26,1.50,0.25,1,66,1,4160,8960
11,11,0.28,45,0.82,0.25,1,82,1,4160,8960
10,11,0.26,44,1.03,0.25,1,79,1,4160,8960
11,13,0.26,50,0.75,0.25,1,83,1,4160,8960
11,12,0.22,40,0.75,0.25,1,82,1,4160,8960
1,8,,20,1.40,0.50,1,10,1,2647,7010
11,12,0.25,50,0.75,0.25,1,83,1,4160,8960
11,18,0.41,74,0.75,0.25,1,86,1,4160,8960
1,7,,40,1.47,0.50,1,16,1,2518,7085
11,18,0.41,74,0.75,0.25,1,88,1,4160,8960
11,20,0.56,84,0.75,0.25,1,90,1,4160,8960
11,21,0.65,93,0.75,0.25,1,91,1,4160,8960
11,19,0.59,88,0.75,0.25,1,91,1,4160,8960
11,20,0.64,92,0.75,0.25,1,91,1,4160,8960
12,7,0.23,29,0.78,0.50,1,99,1,2496,6720
12,10,0.27,35,0.75,0.50,1,101,1,2496,6720
12,13,0.45,61,0.75,0.50,1,105,1,2496,6720
3,7,,15,1.47,0.50,1,9,1,2496,6923
12,11,0.39,49,0.75,0.50,1,103,1,2496,6693
13,9,0.48,37,0.75,0.50,2,144,1,2496,6419
12,12,0.40,54,0.75,0.50,1,104,1,2496,6720
12,13,0.50,62,0.75,0.50,1,106,1,2496,6720
13,11,0.59,49,0.75,0.50,1,106,1,2496,6464
5,5,0.31,9,1.50,0.50,1,108,1,2496,6976
3,6,0.37,20,1.03,0.50,1,100,1,2496,6976
5,4,0.32,6,1.50,0.50,2,111,1,2496,6976
9,4,0.42,18,0.75,0.25,2,127,1,4160,8960
7,8,0.26,23,0.75,0.25,1,116,1,4480,8960
8,5,0.30,16,0.75,0.25,2,121,1,4160,8960
12,6,0.34,16,0.75,0.25,2,135,1,4160,8960
1,6,,16,1.36,0.50,1,6,1,2565,7289
10,3,0.31,8,0.75,0.50,2,126,1,2496,6720
3,9,,27,1.37,0.50,1,24,1,2496,6953
8,5,0.37,9,0.75,0.50,2,127,1,2496,6720
8,4,0.44,9,0.75,0.50,2,128,1,2496,6720
13,9,0.53,24,0.75,0.25,2,137,1,4160,8960
10,8,0.42,19,0.75,0.25,2,134,1,4160,8960
13,9,0.55,25,0.75,0.25,2,138,1,4160,8960
13,8,0.48,21,0.75,0.25,2,136,1,4160,8960
13,9,0.55,25,0.75,0.25,2,137,1,4160,8960
14,4,0.37,9,0.76,0.50,2,150,1,2496,6720
2,9,,25,1.38,0.50,1,12,1,2496,6961
12,10,0.38,55,0.75,0.50,1,124,1,2496,6464
14,7,0.41,15,0.75,0.50,2,150,1,2496,6464
15,4,0.33,13,1.32,0.25,2,157,1,4160,8960
15,4,0.31,13,1.35,0.25,2,158,1,4160,8960
15,4,0.32,8,1.50,0.25,2,157,1,4160,8960
5,9,0.49,46,0.76,0.25,2,88,1,4480,8960
16,4,0.40,8,1.50,0.50,2,165,1,2496,6720
2,7,,19,1.50,0.50,1,7,1,2496,6976
8,6,0.53,10,0.80,0.50,2,135,1,2496,6720
16,4,0.26,6,1.50,0.50,2,165,1,2496,6720
1,6,0.20,16,1.50,0.50,1,5,1,2496,6976
1,6,0.21,17,1.50,0.50,1,6,1,2496,6976
1,8,0.29,22,1.50,0.50,1,7,1,2496,6976
1,7,0.28,24,1.50,0.50,1,6,1,2496,6976
1,11,0.39,30,1.50,0.50,1,9,1,2496,6976
1,11,0.37,32,1.50,0.50,1,10,1,2496,6976
1,12,0.40,36,1.50,0.50,1,12,1,2496,6976
1,13,0.42,37,1.50,0.50,1,12,1,2496,6976
1,14,0.47,39,1.50,0.50,1,13,1,2496,6976
1,16,0.45,45,1.50,0.50,1,14,1,2496,6976
1,12,,29,1.50,0.50,1,9,1,2496,6976
1,16,0.48,47,1.50,0.50,1,15,1,2496,6976
2,8,0.25,35,0.75,0.50,1,25,1,2496,6976
2,9,0.26,39,0.75,0.50,1,25,1,2496,6976
2,10,0.31,48,0.75,0.49,1,27,1,3520,8057
1,13,0.46,50,1.02,0.50,1,26,1,2496,6976
2,13,0.43,58,0.75,0.50,1,28,1,2496,6976
2,13,0.45,60,0.75,0.50,1,29,1,2496,6976
2,13,0.55,67,0.75,0.50,1,27,1,3520,8000
3,7,0.22,35,0.75,0.25,1,36,1,3520,8960
3,7,0.23,39,0.75,0.25,1,37,1,3520,8960
3,11,0.27,61,0.75,0.25,1,38,1,4480,8960
3,10,0.24,50,0.75,0.25,1,39,1,3520,8960
3,12,0.30,59,0.75,0.25,1,41,1,4160,8960
3,12,0.33,63,0.75,0.25,1,41,1,4160,8960
3,15,0.42,70,0.75,0.25,1,43,1,4480,8960
3,15,0.52,75,0.75,0.25,1,43,1,4480,8960
3,15,0.46,75,0.75,0.25,1,43,1,4480,8960
4,3,0.20,15,1.50,0.25,1,50,1,4160,8960
4,4,0.35,21,1.50,0.25,1,48,1,4160,8960
4,5,0.38,26,1.50,0.25,1,49,1,4160,8960
4,6,0.40,27,1.50,0.25,1,50,1,4160,8960
4,5,0.37,28,1.50,0.25,1,50,1,4160,8960
9,6,0.31,27,1.50,0.50,1,57,1,2496,6720
9,6,0.32,29,1.50,0.50,1,57,1,2496,6720
9,6,0.42,34,1.50,0.50,1,58,1,2496,6720
9,6,0.53,34,1.50,0.50,1,58,1,2496,6720
10,5,0.24,21,1.50,0.25,1,63,1,4160,8960
10,6,0.37,27,1.50,0.25,1,66,1,4160,8960
10,7,0.43,33,1.50,0.25,1,67,1,4160,8960
10,7,0.45,35,1.50,0.25,1,67,1,4160,8960
10,8,0.46,43,1.50,0.25,1,67,1,4160,8960
11,11,0.20,39,0.75,0.25,1,81,1,4160,8960
10,11,0.26,45,1.12,0.25,1,79,1,4160,8960
11,13,0.26,51,0.75,0.25,1,83,1,4160,8960
2,10,,24,1.32,0.42,1,20,1,2573,8341
11,13,0.29,57,0.75,0.25,1,85,1,4160,8960
11,14,0.32,57,0.75,0.25,1,85,1,4160,8960
2,9,,44,1.38,0.49,1,50,1,2518,7304
11,18,0.42,72,0.75,0.25,1,88,1,4160,8960
11,19,0.50,82,0.75,0.25,1,89,1,4160,8960
11,20,0.57,84,0.75,0.25,1,90,1,4160,8960
11,20,0.58,93,0.75,0.25,1,91,1,4160,8960
11,22,0.67,97,0.75,0.25,1,92,1,4160,8960
12,7,0.23,30,0.78,0.50,1,98,1,2496,6720
12,12,0.48,36,0.75,0.50,1,103,1,2496,6720
12,11,0.37,40,0.75,0.50,1,102,1,2496,6720
4,10,,25,1.45,0.50,1,86,1,2496,6969
12,10,0.49,50,0.75,0.50,1,107,1,2496,6464
12,11,0.46,50,0.75,0.50,1,105,1,2496,5490
12,13,0.49,62,0.75,0.50,1,106,1,2496,6720
12,14,0.51,63,0.75,0.50,1,106,1,2496,6720
12,13,0.39,60,0.75,0.50,1,107,1,2496,6464
5,4,0.45,7,1.50,0.50,2,112,1,2496,6976
5,4,0.45,7,1.50,0.50,2,112,1,2496,6976
5,5,0.53,9,1.50,0.50,2,112,1,2496,6976
