P1_B2004,P1_B2016,P1_B3004,P1_B3005,P1_B4002,P1_B4005,P1_B400B,P1_B4022,P1_FCV01D,P1_FCV01Z,P1_FCV02D,P1_FCV02Z,P1_FCV03D,P1_FCV03Z,P1_FT01,P1_FT01Z,P1_FT02,P1_FT02Z,P1_FT03,P1_FT03Z,P1_LCV01D,P1_LCV01Z,P1_LIT01,P1_PCV01D,P1_PCV01Z,P1_PCV02D,P1_PCV02Z,P1_PIT01,P1_PIT02,P1_PP01AD,P1_PP01AR,P1_TIT01,P1_TIT02,P2_24Vdc,P2_CO_rpm,P2_HILout,P2_MSD,P2_SIT01,P2_SIT02,P2_VT01,P2_VXT02,P2_VXT03,P2_VYT02,P2_VYT03,P3_FIT01,P3_LCP01D,P3_LCV01D,P3_LIT01,P3_PIT01,P4_HT_FD,P4_HT_LD,P4_HT_PO,P4_HT_PS,P4_LD,P4_ST_FD,P4_ST_GOV,P4_ST_LD,P4_ST_PO,P4_ST_PS,P4_ST_PT01,P4_ST_TT01,class
0.10178,1.27536,403.78854,985.37353,32.59527,99.53421,2835.9353,36.02923,100,99.91608,0,-1.87531,50.63989,51.14135,163.68863,814.3844,1960.60181,2835.9353,241.48076,987.40167,8.31159,8.23364,402.1983,37.27685,38.01117,12,12.26196,1.34293,0.27481,540833,540833,36.23047,39.5874,28.02993,54121,725.64087,763.19324,789,788.61743,11.92672,-2.6665,-0.8127,3.7118,5.5469,3863,10368,928,14447,964,-0.00072,0.16637,5.6243,0,287.85083,-0.00159,16020,287.57959,296.85693,0,10034,27626,0
0.10178,1.26941,403.78854,985.37353,32.59527,99.48244,2832.98731,36.01435,100,99.91608,0,-1.87531,50.59525,51.14135,165.97743,812.21008,1983.10828,2832.98731,240.90852,988.27142,8.26782,8.23364,402.24945,37.21846,38.01117,12,12.26196,1.34216,0.27557,540833,540833,36.24573,39.61792,28.02645,54122,711.6333,763.19324,789,788.53943,12.001,-2.9203,-1.1027,3.1007,5.388,3922,10544,816,14452,1007,-0.00072,0.13745,5.19025,0,286.51263,-0.00043,15974,286.76575,296.29633,0,10038,27626,0
0.10178,1.26529,403.78854,985.37353,32.59527,99.46452,2824.00293,36.00405,100,99.91608,0,-1.87531,50.52886,51.14135,164.83307,817.42853,1985.96948,2824.00293,240.52705,989.57611,8.30874,8.23364,402.1983,37.16522,38.01117,12,12.26196,1.34293,0.27481,540833,540833,36.23047,39.60266,28.02385,54140,722.19238,763.19324,787,787.36011,11.95522,-3.5208,-1.3573,3.0635,5.6337,4000,10712,736,14448,1071,-0.00072,0.11575,4.70197,0,284.81262,-0.00065,15866,285.55414,294.63251,0,10034,27626,0
0.10178,1.26178,403.78854,985.37353,32.59527,99.41664,2840.56763,35.99528,100,99.91608,0,-1.87531,50.56685,51.14135,165.21454,814.8194,1981.20117,2840.56763,240.90852,988.27142,8.35355,8.23364,402.24945,37.0994,38.01117,12,12.26196,1.34293,0.27481,540833,540833,36.26098,39.61792,28.03426,54146,719.70215,763.19324,788,788.04071,11.8496,-3.782,-1.2536,3.6801,6.0403,4105,10864,688,14427,1118,-0.00072,0.09402,4.3403,0,283.27551,0.00072,15848,285.35516,294.08997,0,10038,27627,0
0.10178,1.25766,403.78854,985.37353,32.59527,99.39681,2842.67358,35.98498,100,99.90845,0,-1.87531,50.59178,51.14135,164.07011,815.68915,1977.76782,2842.67358,240.71783,987.40167,8.31433,8.23364,402.30057,37.03754,38.01117,12,12.25433,1.34293,0.27557,540833,540833,36.24573,39.61792,28.03078,54111,718.63403,763.19324,787,787.099,11.81497,-3.3004,-0.914,4.2031,6.0644,4099,11008,624,14420,1148,-0.00043,0.06511,4.01474,0,283.07654,0.00101,15789,282.75104,293.16766,0,10039,27626,0
0.10178,1.254,403.78854,985.37353,32.59527,99.33061,2839.16406,35.97582,100,99.90845,0,-1.87531,50.54714,51.14135,166.54968,813.07983,1976.43274,2839.16406,240.71783,988.27142,8.32461,8.23364,402.45392,36.98987,38.01117,12,12.25433,1.34293,0.27634,540833,540833,36.26098,39.61792,28.02821,54126,722.11304,763.19324,787,787.24609,11.87812,-2.8096,-0.7649,4.0479,5.7742,4204,11152,528,14427,1196,-0.00043,0.0434,3.74347,0,283.90845,-0.0021,15710,284.16162,291.70282,0,10034,27626,0
0.10178,1.25339,403.78854,985.37353,32.59527,99.3165,2836.63721,35.9743,100,99.90845,0,-1.87531,50.55381,51.14135,166.54968,818.73328,1986.92322,2836.63721,241.09929,987.83667,8.30177,8.23364,402.35165,36.91146,38.01117,12,12.25433,1.3414,0.27481,540833,540833,36.24573,39.63317,28.02733,54076,722.10693,763.19324,790,790.289,11.97079,-2.6878,-0.8982,3.4086,5.4024,4263,11288,480,14430,1229,-0.00051,0.0434,3.43603,0,282.19037,0.00116,15726,280.85211,291.73901,0,10039,27626,0
0.10178,1.24698,403.78854,985.37353,32.59527,99.25652,2835.65454,35.95828,100,99.90845,0,-1.87531,50.54395,51.14135,164.64229,818.73328,1984.63428,2835.65454,241.28999,987.83667,8.28471,8.23364,402.30057,36.8755,38.01117,12,12.25433,1.34293,0.27481,540833,540833,36.24573,39.63317,28.03081,54129,725.5127,763.19324,788,787.56647,12.00053,-2.9526,-1.1202,3.075,5.3693,4310,11416,416,14420,1313,-0.00051,0.0217,3.16476,0,281.50317,0.00181,15622,281.26807,290.49115,0,10039,27626,0
0.10178,1.24774,403.78854,985.37353,32.59527,99.24426,2843.37549,35.96018,100,99.91608,0,-1.86768,50.49757,51.14135,165.97743,814.3844,1990.92859,2843.37549,241.09929,988.70636,8.27412,8.23364,402.1983,36.77499,38.01117,12,12.25433,1.34216,0.27481,540833,540833,36.24573,39.64843,28.03247,54129,718.50586,763.19324,785,784.841,11.97067,-3.426,-1.334,3.0189,5.566,4363,11536,368,14418,1344,-0.00051,0.0217,2.87546,0,280.72553,-0.00087,15694,281.77447,290.49115,0,10030,27626,0
0.10178,1.23904,403.78854,985.37353,32.59527,99.19288,2841.69092,35.93844,100,99.91608,0,-1.88294,50.46598,51.14135,165.21454,817.42853,1975.28845,2841.69092,240.90852,989.14117,8.30596,8.23364,402.24945,36.69822,38.01117,12,12.25433,1.34216,0.27405,540833,540833,36.26098,39.6637,28.03166,54110,725.5127,763.19324,788,787.76251,11.88796,-3.7916,-1.3368,3.445,5.9391,4430,11648,320,14413,1387,-0.00051,0.0217,2.64032,0,278.17566,-0.00029,15647,280.9245,289.62317,0,10033,27626,0
0.10178,1.23355,403.78854,985.37353,32.59527,99.14773,2846.32349,35.92471,100,99.91608,0,-1.87531,50.46917,51.24054,164.45158,815.68915,1981.77331,2846.32349,240.33637,988.70636,8.31483,8.23364,402.24945,36.6311,38.01117,12,12.25433,1.34293,0.27481,540833,540833,36.26098,39.64843,28.0299,54113,722.00928,763.19324,787,786.99957,11.81302,-3.6668,-1.1174,3.9459,6.1294,4449,11760,256,14408,1431,-0.00051,0.0217,2.44141,0,277.79584,0.0008,15555,277.59692,288.44763,0,10033,27626,0
0.10178,1.23111,403.78854,985.37353,32.59527,99.0932,2834.81226,35.9186,100,99.91608,0,-1.87531,50.4741,51.25579,164.45158,813.94958,1969.56628,2834.81226,240.71783,988.27142,8.36894,8.23364,402.30057,36.56916,38.00354,12,12.25433,1.34216,0.27405,540833,540833,36.26098,39.6637,28.03166,54119,722.0398,763.19324,787,786.54517,11.81921,-3.2515,-0.8753,4.2082,6.042,4479,11808,224,14409,1474,-0.00022,-0.00723,2.26056,0,278.10327,0.00137,15441,278.66394,287.12744,0,10029,27626,0
0.10178,1.23065,403.78854,985.37353,32.59527,99.05776,2839.5852,35.91746,100,99.91608,0,-1.87531,50.5173,51.25579,165.78673,813.94958,1981.39185,2839.5852,240.33637,986.96692,8.33113,8.23364,402.35165,36.48178,38.00354,12,12.25433,1.34293,0.27405,540833,540833,36.27624,39.6637,28.02389,54144,704.55933,763.19324,790,790.49689,11.88724,-2.7744,-0.7574,3.987,5.7151,4524,11912,192,14418,1517,-0.00022,-0.00723,2.06162,0,277.90442,0.00275,15380,278.28412,286.2594,0,10040,27627,0
0.10178,1.22394,403.78854,985.37353,32.59527,99.00578,2830.60083,35.90067,100,99.91608,0,-1.87531,50.4744,51.25579,165.40524,816.99371,1976.05127,2830.60083,240.71783,987.83667,8.36055,8.23364,402.30057,36.41626,37.25586,12,12.26196,1.33301,0.27481,540833,540833,36.27624,39.69421,28.03342,54122,711.59668,763.19324,787,787.45862,11.97954,-2.712,-0.9328,3.3565,5.3958,4527,12008,144,14420,1560,-0.00051,-0.00723,1.89889,0,281.03296,-0.0047,15600,282.87763,287.70612,0,10035,27626,0
0.10178,1.22348,403.78854,985.37353,32.59527,98.95253,2839.30444,35.89953,100,99.91608,0,-1.87531,50.50107,51.25579,162.73497,816.12396,1969.75696,2839.30444,240.71783,986.96692,8.33899,8.23364,402.4028,36.39819,37.01935,12,12.26196,1.33072,0.27481,540833,540833,36.2915,39.67896,28.02554,54066,724.8291,763.19324,783,783.40887,11.9963,-3.1413,-1.2046,2.9987,5.4173,4562,12096,112,14425,1599,-0.00051,-0.00723,1.71805,0,292.62512,-0.00405,15711,290.09332,290.21991,0,10037,27626,0
0.10178,1.2215,403.78854,985.37353,32.59527,98.90965,2835.37378,35.89457,100,99.91608,0,-1.87531,50.45817,51.25579,163.30716,810.03571,1966.896,2835.37378,240.90852,987.83667,8.32456,8.23364,402.4028,36.41855,37.05749,12,12.26196,1.33072,0.27557,540833,540833,36.27624,39.69421,28.02821,54062,729.14429,763.19324,779,779.47473,11.97821,-3.3878,-1.3107,2.9986,5.5292,4632,12184,96,14425,1645,-0.00051,-0.00723,1.59143,0,300.09406,-0.00485,15974,299.42487,293.98151,0,10029,27626,0
0.10178,1.2337,403.78854,985.37353,32.59527,98.8875,2830.74121,35.92509,100,99.91608,0,-1.87531,50.44832,51.25579,163.30716,811.34033,1991.88232,2830.74121,240.71783,987.83667,8.30868,8.23364,402.45392,36.42771,37.05749,12,12.26196,1.33072,0.27481,540833,540833,36.30676,39.70947,28.03081,54101,722.14355,763.19324,781,781.2312,11.95895,-3.5263,-1.3521,3.0501,5.6116,4644,12264,64,14429,1677,-0.00051,-0.00723,1.46484,0,306.18854,-0.00195,16074,305.73645,296.45911,0,10027,27626,0
0.10178,1.24469,403.78854,985.37353,32.59527,98.89572,2828.6355,35.95255,100,99.90845,0,-1.87531,50.4202,51.25579,164.64229,811.34033,1979.2937,2828.6355,241.09929,988.27142,8.31813,8.23364,402.505,36.43837,37.05749,12,12.26196,1.33072,0.27557,540833,540833,36.2915,39.70947,28.02382,54087,705.82275,763.19324,784,783.91101,11.91207,-3.7468,-1.3636,3.3001,5.8405,4631,12344,32,14421,1728,-0.00051,-0.00723,1.33826,0,315.3031,-0.00499,16272,315.39349,300.16638,0,10027,27626,0
0.10178,1.25491,403.78854,985.37353,32.59527,98.85815,2847.02539,35.97811,100,99.90845,0,-1.87531,50.42687,51.25579,163.30716,814.3844,1976.43274,2847.02539,241.09929,987.83667,8.27585,8.23364,402.35165,36.48218,37.05749,12,12.25433,1.33072,0.27557,540833,540833,36.2915,39.70947,28.02909,54085,722.19238,763.19324,784,783.71686,11.87215,-3.8056,-1.3063,3.5421,5.9668,4650,12424,0,14422,1769,-0.00051,-0.00723,1.22977,0,321.54224,-0.00514,16457,321.8858,303.078,0,10026,27626,0
0.10178,1.27048,403.78854,985.37353,32.59527,98.88215,2837.76025,36.01702,100,99.90845,0,-1.87531,50.38049,51.25579,163.68863,811.34033,1975.09753,2837.76025,241.09929,988.70636,8.29897,8.23364,402.4028,36.53857,37.00409,12,12.26196,1.33072,0.27481,540833,540833,36.2915,39.70947,28.0273,54114,722.2168,763.19324,788,787.78742,11.81607,-3.6857,-1.1325,3.9018,6.088,4654,12488,-32,14425,1815,-0.00036,-0.00723,1.10315,0,329.35474,-0.00354,16650,329.33667,306.69488,0,10026,27626,0
0.10178,1.28696,403.78854,985.37353,32.59527,98.89796,2835.65454,36.05822,100,99.90845,0,-1.86768,50.36716,51.15662,164.83307,812.21008,1990.92859,2835.65454,240.33637,988.70636,8.28928,8.23364,402.30057,36.5936,36.94305,12,12.25433,1.33072,0.27481,540833,540833,36.30676,39.70947,28.02473,54100,711.67602,763.19324,790,789.96539,11.81841,-3.2464,-0.8669,4.2093,6.0383,4724,12552,-48,14435,2220,-0.00029,-0.00723,1.03079,0,336.51617,-0.00137,16858,337.61939,311.05322,0,10026,27626,0
0.10178,1.3016,403.78854,985.37353,32.59527,98.91308,2834.67188,36.09484,100,99.91608,0,-1.88294,50.35383,51.14135,163.49793,814.8194,1971.28284,2834.67188,240.71783,988.70636,8.37541,8.23364,402.24945,36.63752,36.93543,12,12.25433,1.33072,0.27634,540833,540833,36.2915,39.72473,28.02645,54122,718.67065,763.19324,785,784.6814,11.86202,-2.8609,-0.7446,4.1075,5.7996,3892,12616,-64,14433,3195,-0.00029,-0.00723,0.9585,0,344.16589,-0.00333,17071,344.54571,314.85101,0,10026,27626,0
0.10178,1.31274,403.78854,985.37353,32.59527,98.90664,2846.32349,36.12269,100,99.91608,0,-1.87531,50.41355,51.14135,164.64229,811.77527,1986.35107,2846.32349,241.28999,986.96692,8.35413,8.23364,402.4028,36.71665,36.94305,12,12.25433,1.33072,0.27481,540833,540833,36.30676,39.72473,28.02902,54100,704.66919,763.19324,789,789.06696,11.95079,-2.6646,-0.856,3.5084,5.4121,1833,12680,-80,14433,3188,-0.00029,-0.00723,0.84998,0,353.29858,-0.00333,17352,351.12848,319.67957,0,10027,27626,0
0.10178,1.32953,403.78854,985.37353,32.59527,98.9483,2831.86426,36.16465,100,99.91608,0,-1.87531,50.37064,51.14135,165.02377,814.3844,1975.66968,2831.86426,240.52705,987.83667,8.27843,8.23364,402.45392,36.80258,36.93543,12,12.25433,1.33072,0.27557,540833,540833,36.2915,39.72473,28.03159,54103,722.16797,763.19324,789,788.64239,12.00021,-2.9377,-1.0934,3.064,5.3255,1859,12736,-96,14490,3227,-0.00029,-0.00723,0.79571,0,355.08893,0.00239,17499,354.83582,323.4773,0,10029,27626,0
0.10178,1.34601,403.78854,985.37353,32.59527,98.96286,2842.95435,36.20585,100,99.91608,0,-1.87531,50.306,51.14135,163.49793,815.25421,1974.14404,2842.95435,240.71783,989.14117,8.33766,8.23364,402.30057,36.89834,36.93543,12,12.25433,1.33148,0.27481,540833,540833,36.30676,39.73998,28.0247,54140,722.11914,763.19324,793,792.73712,11.95705,-3.4534,-1.3145,3.0482,5.5721,1933,12312,-112,14542,3213,-0.00022,-0.00723,0.72336,0,357.78357,0.00029,17664,357.89209,326.20807,0,10026,27626,0
0.10178,1.36279,403.78854,985.37353,32.59527,99.01284,2835.09277,36.24781,100,99.91608,0,-1.87531,50.36399,51.14135,164.07011,811.77527,1973.19031,2835.09277,240.71783,987.40167,8.34839,8.23364,402.35165,36.93601,36.93543,12,12.25433,1.33072,0.27481,540833,540833,36.30676,39.73998,28.02733,54137,718.61572,763.19324,786,785.67517,11.85341,-3.7872,-1.2451,3.6645,6.0157,1843,11704,-112,14576,3043,-0.00022,-0.00723,0.6872,0,357.83777,0.0021,17755,358.57929,328.48669,0,10026,27626,0
0.10178,1.36768,403.78854,985.37353,32.59527,99.00527,2833.96997,36.26002,100,99.91608,0,-1.87531,50.33761,51.14135,165.02377,813.07983,1988.83044,2833.96997,240.90852,987.83667,8.34237,8.23364,402.4028,37.03742,36.93543,12,12.26196,1.33072,0.27557,540833,540833,36.30676,39.73998,28.02561,54122,697.64404,763.19324,786,786.42108,11.81506,-3.4108,-0.9456,4.1524,6.0622,1189,11120,-64,14624,2815,-0.01345,3.2552,0.72336,0,364.04077,0.00463,17911,360.76746,331.90466,0,10026,27627,0
0.10178,1.38278,403.78854,985.37353,32.59527,99.04025,2833.26807,36.29778,100,99.91608,0,-1.87531,50.32775,51.14135,165.40524,815.25421,1996.26904,2833.26807,240.71783,987.83667,8.31835,8.23364,402.45392,37.14276,36.93543,12,12.26196,1.33072,0.27634,540833,540833,36.32202,39.73998,28.03331,54122,708.12988,763.19324,785,784.61963,11.85487,-2.9388,-0.7564,4.1599,5.8613,61,10560,800,14637,2673,-0.00897,13.36081,3.97861,0,369.50232,0.0047,17901,356.08362,331.94086,0,10027,27627,0
0.10178,1.39789,403.78854,985.37353,32.59527,99.07901,2844.7793,36.33555,100,99.91608,0,-1.87531,50.29964,51.14135,164.45158,816.12396,1974.90686,2844.7793,240.52705,988.27142,8.3278,8.23364,402.35165,37.17153,36.93543,12,12.26196,1.33224,0.27481,540833,540833,36.30676,39.75525,28.0247,54113,709.45435,763.19324,787,786.76251,11.93265,-2.654,-0.8076,3.6425,5.4844,-24,10024,1744,14673,2145,-0.0068,21.82436,7.77631,0,373.95105,0.00036,17967,353.15393,332.26636,0,10027,27627,0
0.10178,1.39697,403.78854,985.37353,32.59527,99.06346,2850.25391,36.33326,100,99.91608,0,-1.87531,50.30631,51.14135,161.39983,813.94958,1972.04602,2850.25391,240.90852,987.83667,8.36389,8.23364,402.30057,37.19505,36.93543,12,12.26196,1.33072,0.27481,540833,540833,36.32202,39.75525,28.03081,54121,729.15039,763.19324,792,791.70972,11.99857,-2.9414,-1.0913,3.0832,5.3568,-25,9520,2688,14668,1758,-0.00485,28.9352,12.33362,0,377.67651,0.00101,17957,348.61475,332.42914,0,10027,27627,0
0.10178,1.39667,403.78854,985.37353,32.59527,99.0798,2834.53149,36.3325,100,99.90845,0,-1.87531,50.31472,51.14135,163.68863,806.99158,1990.73791,2834.53149,241.28999,987.40167,8.34065,8.23364,402.30057,37.27292,36.93543,12,12.26196,1.33072,0.27481,540833,540833,36.30676,39.7705,28.0299,54114,722.13135,763.19324,790,789.56488,11.93358,-3.6386,-1.3507,3.1415,5.686,-25,9288,3536,14663,1493,-0.00318,34.92477,15.78778,0,381.63702,0.00347,17916,346.57123,332.19403,0,10027,27627,0
0.10178,1.40384,403.78854,985.37353,32.59527,99.08518,2832.42578,36.35043,100,99.90845,0,-1.87531,50.27008,51.14135,164.64229,812.21008,1980.05676,2832.42578,240.52705,988.27142,8.3059,8.23364,402.4028,37.29666,36.93543,12,12.25433,1.33148,0.27481,540833,540833,36.32202,39.7705,28.02554,54140,729.08325,763.19324,792,791.97076,11.82622,-3.7354,-1.1772,3.8152,6.0765,-25,8816,4320,14660,1360,-0.00217,39.97395,19.11536,0,385.99536,0.00051,17974,346.33606,332.8089,0,10029,27627,0
0.10178,1.4014,403.78854,985.37353,32.59527,99.09763,2846.18311,36.34432,100,99.90845,0,-1.87531,50.22195,51.14135,161.78131,814.3844,1969.56628,2846.18311,240.33637,989.14117,8.35728,8.23364,402.4028,37.34082,36.93543,12,12.25433,1.33072,0.27634,540833,540833,36.32202,39.78577,28.03081,54145,704.55933,763.19324,789,789.19916,11.84203,-3.0849,-0.8116,4.1995,5.9596,-25,8376,5120,14654,1070,-0.00116,45.20399,22.29816,0,389.59418,-0.00058,18032,344.54571,333.47803,0,10027,27627,0
0.10178,1.40384,403.78854,985.37353,32.59527,99.09177,2838.32178,36.35043,100,99.90845,0,-1.88294,50.27994,51.14135,160.82765,807.86139,1947.25037,2838.32178,241.09929,987.40167,8.37851,8.23364,402.4028,37.41064,36.93543,12,12.25433,1.33148,0.27481,540833,540833,36.32202,39.78577,28.02909,54132,711.56616,763.19324,791,790.65466,11.93694,-2.6867,-0.8399,3.6208,5.4931,-25,7952,5824,14651,934,-0.00051,48.68346,25.31824,0,391.16754,0.00123,18011,343.55109,333.71314,0,10027,27627,0
0.10178,1.40949,403.78854,985.37353,32.59527,99.10944,2830.60083,36.36454,100,99.90845,0,-1.87531,50.29009,51.14135,160.0647,805.68707,1966.70508,2830.60083,240.52705,986.96692,8.31284,8.23364,402.30057,37.45083,36.9812,12,12.25433,1.33072,0.27481,540833,540833,36.32202,39.78577,28.02558,54116,715.06348,763.19324,791,791.33051,11.99546,-3.0773,-1.1714,3.0257,5.4056,-26,7560,6496,14650,856,0,51.66379,28.17566,0,395.36316,7.00E-05,18130,343.85846,335.34076,0,10026,27627,0
0.10178,1.4104,403.78854,985.37353,32.59527,99.11609,2814.17627,36.36683,100,99.90845,0,-1.87531,50.21066,51.14899,163.68863,803.94751,1980.24744,2814.17627,241.09929,988.70636,8.38125,8.23364,402.30057,37.51111,38.06457,12,12.26196,1.33682,0.27405,540833,540833,36.35254,39.80102,28.02301,54113,701.0498,763.19324,787,787.36011,11.92581,-3.6764,-1.3549,3.2127,5.7723,-26,7184,7136,14651,786,0.00051,54.20285,31.59363,0,399.25128,0.00427,18089,342.99048,335.53961,0,10030,27627,0
0.10178,1.41361,403.78854,985.37353,32.59527,99.12898,2828.49487,36.37484,100,99.91608,0,-1.87531,50.25212,51.14135,165.02377,812.21008,1971.8551,2828.49487,240.52705,987.40167,8.33217,8.23364,402.4028,37.50689,38.23242,12,12.25433,1.33606,0.27481,540833,540833,36.32202,39.81628,28.0247,54121,708.08716,763.19324,786,785.90637,11.84416,-3.7769,-1.2245,3.7333,6.0717,-26,6824,7712,14655,735,0.00072,56.36575,34.12543,0,403.89899,0.00015,18155,345.77551,336.49817,0,10029,27627,0
0.10178,1.41101,403.78854,985.37353,32.59527,99.09541,2838.46216,36.36836,100,99.91608,0,-1.87531,50.18921,51.14135,165.02377,815.25421,1980.24744,2838.46216,240.33637,988.70636,8.36752,8.23364,402.505,37.56,38.24005,12,12.25433,1.33759,0.27481,540833,540833,36.33728,39.80102,28.02561,54121,711.54785,763.19324,787,787.08655,11.81396,-3.4373,-0.9573,4.1565,6.1095,-26,6480,8272,14655,673,0.00094,58.69504,36.56683,0,405.9245,-0.00058,18247,346.98712,337.69171,0,10029,27627,0
0.10178,1.4133,403.78854,985.37353,32.59527,99.13504,2832.2854,36.37408,100,99.91608,0,-1.87531,50.23067,51.14135,164.64229,815.25421,1982.15491,2832.2854,241.28999,987.40167,8.37195,8.23364,402.4028,37.62346,38.24768,12,12.26196,1.33759,0.27557,540833,540833,36.35254,39.81628,28.02736,54129,711.53565,763.19324,786,786.22668,11.85715,-2.9393,-0.7777,4.1446,5.8608,-26,6152,8800,14654,628,0.00094,60.26474,38.88165,0,407.31696,7.00E-05,18267,347.11371,338.34271,0,10033,27627,0
0.10178,1.41956,403.78854,985.37353,32.59527,99.14066,2838.46216,36.38972,100,99.91608,0,-1.87531,50.24082,51.14135,166.1682,814.3844,1981.39185,2838.46216,240.71783,986.96692,8.30482,8.23364,402.35165,37.68367,38.24768,12,12.26196,1.33682,0.27557,540833,540833,36.35254,39.80102,28.03341,54120,704.49829,763.19324,787,787.00891,11.93074,-2.662,-0.8086,3.6755,5.5201,-26,5840,9280,14642,574,0.00123,61.64642,41.03369,0,411.2594,0.00101,18320,347.60199,339.37354,0,10029,27627,0
0.10178,1.42322,403.78854,985.37353,32.59527,99.13948,2839.86597,36.39887,100,99.91608,0,-1.87531,50.14313,51.24817,165.21454,817.86346,1973.57153,2839.86597,240.71783,989.14117,8.36314,8.23364,402.45392,37.75773,38.24768,12,12.26196,1.33682,0.27557,540833,540833,36.33728,39.81628,28.03514,54121,707.9834,763.19324,787,786.91052,11.99809,-2.8374,-1.0287,3.1739,5.3609,-26,5552,9744,14641,529,0.00123,62.84,43.60169,0,412.12744,0.00101,18373,348.45196,340.38629,0,10030,27627,0
0.10178,1.42841,403.78854,985.37353,32.59527,99.15773,2839.30444,36.41184,100,99.91608,0,-1.87531,50.17299,51.25579,165.40524,815.68915,1982.72705,2839.30444,240.90852,987.83667,8.34843,8.23364,402.4028,37.81073,38.24768,12,12.26196,1.33682,0.27481,540833,540833,36.35254,39.83154,28.02993,54139,721.95435,763.19324,783,783.48279,11.98734,-3.2624,-1.2545,2.9856,5.4577,-26,5272,10160,14635,479,0.00123,63.90335,45.53674,0,413.93591,0.00217,18426,348.99451,341.43518,0,10030,27627,0
0.10178,1.42978,403.78854,985.37353,32.59527,99.18329,2833.54858,36.41528,100,99.91608,0,-1.87531,50.14488,51.25579,162.92567,816.12396,1987.87671,2833.54858,241.09929,987.83667,8.34067,8.23364,402.30057,37.86842,38.24768,12,12.26196,1.33606,0.27405,540833,540833,36.36779,39.81628,28.02733,54113,711.42578,763.19324,788,788.1217,11.9016,-3.754,-1.3319,3.3482,5.8623,-26,5008,10560,14633,424,0.00123,65.0246,47.29089,0,415.49115,0.00116,18484,352.34015,342.52026,0,10027,27627,0
0.10178,1.43192,403.78854,985.37353,32.59527,99.18067,2840.28711,36.42062,100,99.91608,0,-1.87531,50.11502,51.25579,165.97743,810.47052,1977.005,2840.28711,240.71783,988.27142,8.3399,8.23364,402.24945,37.91757,38.24768,12,12.26196,1.33682,0.27481,540833,540833,36.35254,39.83154,28.02649,54129,704.47388,763.19324,787,787.33942,11.81543,-3.6928,-1.1239,3.8999,6.0948,-26,4752,10928,14622,401,0.00123,65.81308,48.99091,0,417.95068,0.00051,18516,351.92419,342.95429,0,10030,27627,0
0.10178,1.43146,403.78854,985.37353,32.59527,99.17027,2844.07715,36.41947,100,99.90845,0,-1.86768,50.13821,51.18713,162.1628,817.42853,1963.46265,2844.07715,240.52705,988.70636,8.38274,8.23364,402.55612,38.01414,38.24768,12,12.26196,1.33606,0.27557,540833,540833,36.35254,39.83154,28.02902,54110,708.02002,763.19324,786,785.56671,11.8174,-3.242,-0.8442,4.2117,6.0321,-26,4520,11264,14609,362,0.00123,66.53644,50.58234,0,419.63251,0.00109,18601,353.42523,344.29254,0,10033,27627,0
0.10178,1.44153,403.78854,985.37353,32.59527,99.21788,2836.07568,36.44465,100,99.90845,0,-1.88294,50.14663,51.14135,163.30716,808.7312,1955.6427,2836.07568,240.90852,987.83667,8.3527,8.23364,402.55612,38.09773,38.24768,12,12.25433,1.33606,0.27481,540833,540833,36.36779,39.84681,28.02125,54110,707.91016,763.19324,785,785.1377,11.86852,-2.8243,-0.7242,4.0646,5.7677,-26,4288,11584,14595,325,0.00123,67.17303,52.46314,0,422.7973,-0.0013,18686,355.6134,345.50421,0,10030,27627,0
0.10178,1.44672,403.78854,985.37353,32.59527,99.24071,2826.1084,36.45762,100,99.90845,0,-1.87531,50.10199,51.14135,165.02377,811.34033,1978.33997,2826.1084,241.09929,987.40167,8.31996,8.23364,402.4028,38.17149,38.24768,12,12.25433,1.33606,0.27329,540833,540833,36.38305,39.86205,28.03162,54112,711.40747,763.19324,786,786.38281,11.92613,-2.6546,-0.7683,3.706,5.52,-26,4080,11888,14583,276,0.00123,67.77344,53.8194,0,424.20795,0.00195,18689,355.70386,346.5531,0,10034,27627,0
0.10178,1.45023,403.78854,985.37353,32.59527,99.24442,2820.35303,36.46639,100,99.90845,0,-1.87531,50.07213,51.14135,163.87941,815.25421,1972.42725,2820.35303,240.71783,988.27142,8.32676,8.23364,402.45392,38.25901,38.24768,12,12.25433,1.33606,0.27481,540833,540833,36.36779,39.86205,28.02905,54104,712.79297,763.19324,786,786.4552,11.99461,-2.7808,-0.9709,3.2102,5.3472,-26,3872,12160,14568,253,0.00123,68.4245,55.15772,0,426.10675,0.0013,18688,358.27185,346.75207,0,10030,27627,0
0.10178,1.45602,403.78854,985.37353,32.59527,99.25346,2837.05811,36.48089,100,99.90845,0,-1.87531,50.09532,51.14135,161.01836,812.64508,1974.90686,2837.05811,240.90852,988.70636,8.35224,8.23364,402.45392,38.3198,38.24768,12,12.26196,1.33606,0.27481,540833,540833,36.38305,39.86205,28.0299,54100,704.43726,763.19324,787,787.40363,11.98525,-3.2152,-1.2108,2.9793,5.4305,-26,3768,12432,14560,227,0.00101,68.88745,56.38745,0,426.34192,0.00043,18814,357.43994,348.30731,0,10033,27627,0
